SynsetID|Definition|English|Spanish|French|Italian|Portuguese|Romanian|German
surprise.n.02|a sudden unexpected event|surprise|sorpresa|surprise|sorpresa|surpresa|surpriză|surprizë
accident.n.02|anything that happens suddenly or by chance without an apparent cause|accident|accidente|accident|accidentalità|acidente|accident|aksident
accident.n.01|an unfortunate mishap; especially one causing damage or injury|accident|accidente|accident|accidente|acidente|accident|aksident
fire.n.01|the event of something burning (often destructive)|fire|fuego|feu|fuoco|fogo|foc|zjarr
misfortune.n.01|unnecessary and unforeseen trouble resulting from an unfortunate event|misfortune|desgracia|guigne|avversità|acidente|ghinion|fat_i_keq
incident.n.01|a single distinct event|incident|incidente|incident|avvenimento|evento|episod|incident
explosion.n.01|a violent release of energy caused by a chemical or nuclear reaction|explosion|detonación|détonation|detonazione|explosão|detonație|eksplosion
case.n.01|an occurrence of something|case|caso|cas|caso|caso|caz|instance
time.n.01|an instance or single occasion for some event|time|vez|fois|volta|vez|dată|kohe
act_of_god.n.01|a natural and unavoidable catastrophe that interrupts the expected course of events|act_of_God|fuerza_mayor|cas_fortuit|calamità_naturale|força_maior|accidentinevitabil|aksident_i_pashmangshëm
success.n.01|an event that accomplishes its intended purpose|success|éxito|réussite|esito|vitória|realizare|sukses
birth.n.02|the event of being born|birth|nacimiento|naissance|nascita|nascimento|naștere|lindje
